# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0  in experiment E-PROT-11
# Selected columns: 27 (all)
# Timestamp: Fri, 17-May-2019 13:39:19
Gene ID	Gene Name	adrenal gland	brown adipose tissue	cerebellum	cerebral cortex	colon	cortex of kidney	diaphragm	duodenum	embryonic tissue	eye	heart	ileum	liver	lung	medulla oblongata	midbrain	olfactory bulb	ovary	pancreas	renal medulla	saliva-secreting gland	skeletal muscle	spleen	stomach	thymus	uterus	white adipose tissue
ENSMUSG00000022216	Psme1	1515.2746681078	1012.665553707	150.3170278295	381.0725092709	1471.6524668555	746.94857682	189.2154083426	574.6652560568	686.8829269409	205.2107259843	338.2871670697	2922.5466516264	1012.1783742371	2016.0285848336	286.7691033164	237.8205702084	281.9871994124	1900.9283973606	147.2590272522	644.7442409042	1354.5428335581	114.9535966113	5591.6594503579	720.8264331121	2865.0156756193	1840.913342488	559.9162155985
ENSMUSG00000022219	Cideb												12.7622510267															
ENSMUSG00000022221	Ripk3					4.376365777				45.182129852			12.6525016104	0.6500782659	5.3849672012			11.3598152583						29.4809709079		10.914233155	2.6684351756	1.8393603093
ENSMUSG00000022226	Mcpt2		7.4101779239						3.076501958						0.253496516										102.0998663138			
ENSMUSG00000022227	Mcpt1												3.292482489												16.9018996494			
ENSMUSG00000022229	Atp12a																				0.336646281							
ENSMUSG00000022234	Cct5	492.6969268719	299.9526408654	921.7767455969	281.2053548754	918.6193678403	589.0709674374	102.8053458981	650.6829898455	2752.1214216638	223.8142265491	131.9848505274	744.0207380652	425.3062374962	601.7560073613	882.1077052023	343.3304107108	714.9260629566	1159.7254332087	410.1212831807	448.1340057243	444.4673001214	48.1950127413	937.3916891916	430.4747132988	1813.7927652398	693.0703923156	732.0777829532
ENSMUSG00000022235	Cmbl	778.6392159695	151.7803858053	31.2838289093	16.910586635	110.244665687	630.8083267229	272.2550118194	75.0281734932	1.9119382573	34.6281973603	17.2400651746	376.9758609164	1247.4554138566	61.6648390513	66.3390544538	109.7169883924	43.6802791371	120.3844657265	13.6197535612	436.6400411356	126.0929516572	322.2610722039	104.7289005245	75.2495980317	41.5001396239	35.5760619968	702.1484705723
ENSMUSG00000022241	Tars	14.1873823999	24.5476456804	60.0336490445	0.9159968463	120.2406528773	22.0956356577	6.0003373328	180.7803657477	160.9149900221	11.4848322899	1.6875324727	156.2885224417	150.069074086	24.8813935817	24.9194921531	4.0991191893	29.6117378018	51.5819438705	99.8233438406	11.8591218728	126.4269668225	4.0462819137	40.3976507037	15.5977437614	27.3893258684	23.0525821063	20.8114153852
ENSMUSG00000022244	Amacr	17.3362756739	45.0563267388	2.8321274534	2.7416309466	3.8543699282	303.9305605132	27.7967654138	5.5548352177	7.6498392628	6.3000125221	24.9661637165	34.0223190531	242.7068408706	1.406374428	43.755318935	5.636492457	6.3901943276	14.9761298	4.6625926163	153.2541051179	13.0960665999	4.3564255372	5.2332490096	6.3958715985	24.7830781964	18.2787216747	5.7365649083
ENSMUSG00000022246	Rai14	5.8164934208	3.1960789191	0.0592448767	0.0718310542	2.1866064333	18.7950197036	4.980630679	644.8431435326	19.0454161094	1.9099424367	0.1635956894	0.8921021456	4.2248925124	59.1294293426	0.0892259034	1.7225420606	0.2010568003	16.4076578146	1.1944957561	4.6640119945	7.232541712	0.1000973342	9.0922108512	5.4590627875	3.5891534716	1.3484223693	1.5820702546
ENSMUSG00000022247	Brix1									17.1827888279			1.0583858954						2.453639017									
ENSMUSG00000022255	Mtdh	0.6126937905	1.7988755956	0.4668041653	0.8783423121	3.5094415284	12.289719767	0.8266669488	9.5238252631	2.8826058499			4.3990778231	1.8073901195	0.4844099554		4.0484705573	1.125774924	6.0105402475	4.2343556101	3.0768746115	13.3067188308	2.2619988455	7.9379922596	5.4944697347	0.0313793045	3.6175429132	
ENSMUSG00000022262	Dnah5						0.0916845489			5.4238280213			0.4182523487		0.0202017771	1.6107805675		2.0382053596	0.9993004249	0.0788527074			0.1015207965	0.1641519819	49.9287131627	2.1733270336		0.62501247
ENSMUSG00000022265	Ank												1.8346622546															
ENSMUSG00000022283	Pabpc1	322.667802183	146.2281480831	180.1475281771	87.282707255	341.4980332292	215.9095006743	36.3339919894	491.4446757721	1038.7357049349	62.0006480205	16.6807964877	581.4042248885	246.4452163816	111.832165578	119.7833058702	77.7589501624	148.7446521826	417.1331828523	219.2884917004	123.0488618124	490.7350808146	11.0890422343	162.2937264819	157.7182791839	130.5776355399	139.9445417732	86.5467286542
ENSMUSG00000022285	Ywhaz	3347.7999863171	654.4308922407	7227.5147313349	11548.5881510314	4060.8225023805	1246.8375685289	355.9452217824	4545.7718301476	1916.8693548864	1307.8400773012	274.1568377773	2535.3721254391	852.4904658299	3000.8522507509	4772.7888233615	7432.8088915359	6858.3062014226	1357.2293638793	870.6966718229	1897.8102894705	1185.9765134852	94.9012459974	2814.1383349576	906.024437417	4101.6791644474	2407.6116751808	1610.9112283195
ENSMUSG00000022295	Atp6v1c1	31.6667264493	34.706428409	548.3830997707	107.1645168915	26.756858974	221.4221132515	4.593916531	24.8586854531	33.4802559828	27.2681795018	1.2354078921	49.1623848725	19.682517722	28.9371600181	257.3254942422	242.5542901568	290.642927958	29.5838171438	7.451583446	46.4591273203	40.0439647803	0.8983579205	48.5611904254	9.6685553973	16.9672824242	8.9233252107	18.5303256336
ENSMUSG00000022299	Slc25a32		32.0818839902										1.4936627877	2.0242980613														
ENSMUSG00000022304	Dpys	7.9672416984		1.0696560321	0.5909031197		28.4445247709	1.5931924688						1427.3904109814	2.0502588386						10.114129067					0.1547214566		
ENSMUSG00000022309	Angpt1														1.340536758													
ENSMUSG00000022312	Eif3h	136.5747380527	191.1567898297	207.0775822074	85.8095813941	300.7498189828	260.0451592525	52.2024428736	294.3415517341	381.1548770669	114.9869272437	43.327325847	220.6177412839	177.8868133676	147.3738382036	48.6324738818	76.4180914155	92.3763740195	200.7753241991	187.8662769462	161.0685083155	391.3989706633	8.8619542542	197.3905552522	119.8377633273	223.4305507342	89.3430263079	56.0494395497
ENSMUSG00000022314	Rad21	4.0975893949	2.9739894102	4.3438375897	0.8203873849	13.3355499053	10.2563790623	1.5422071361	9.5182846119	28.2570857014	1.3196659526	0.7555886333	9.2010163085	5.3285055655	12.1687811383	1.8468524594	1.2818501048	9.7572462212	27.2999432687	5.3724278964	9.7939400535	14.4392529178		52.2457410716	6.2945683885	85.2696569561	6.8973325662	
ENSMUSG00000022323	Rida	224.7145804441	70.1789667709	921.0625029277	615.0120819526	83.6000503239	9025.2520919999	30.6864103198	51.1823190705	24.7313509327	179.9567600775	163.0581771133	92.0690530158	4038.2084857009	46.2967887365	606.322007128	1170.0213996441	627.4077662907	196.2789181729	1185.5936170724	12287.5332801596	337.9699048268	318.9952170551	124.4437576378	366.6094323135	155.5997352066	232.8222973375	197.4654405494
ENSMUSG00000022329	Stk3	7.2388430955	1.3051053744	2.8570638387	1.0060551382	8.8465621681	7.013461323		7.7779660855	6.0735949561	0.7322124194	0.1486221341	4.729396798	2.3659163321	21.1931207793	0.0820748032	0.9113496616		28.5033655078		6.4896118246			0.6884219906	4.3868715799		1.2005345664	
ENSMUSG00000022332	Khdrbs3	5.8503853466	3.0594971662	22.1443176066	160.680305024	1.0736416673	8.6693305738		7.636125416	18.770222933	4.0881923661			1.733913728	3.8511258281	8.4738635595	104.7444110153	27.1720948633	41.3730370359		12.7838635692				31.5957827312		32.5199482547	
ENSMUSG00000022336	Eif3e	90.1678018885	110.4269238383	102.3882393258	13.7873801605	193.7148161016	99.7483958007	34.3678909249	250.2822937831	362.5494665876	85.4718314398	10.1094534061	229.9571489295	113.2252413414	61.206953838	46.9409819273	13.9053023486	13.9286976352	95.9452317198	92.1721759959	24.6411195386	179.4151326409	4.5602599447	184.8621699074	15.2899000261	166.5929544948	68.4595824036	76.2585275232
ENSMUSG00000022337	Emc2	19.1489381011	1.1327718237	17.3843560271	17.7791919444	5.8504144558	6.7174625291	4.7443494453	32.9380629612			5.4243943466	10.6092886967	59.2095298758		21.3617722516	38.6373605059		8.1268549419		4.4647335175				7.7398603021			7.20106058
ENSMUSG00000022338	Eny2	57.727395001	75.1562101415	32.3831415392	11.8202181878	151.4784281378	65.178823184	20.4369778937	99.7993166581	50.4659905651	19.4325834335	35.9070973649	186.8283051385	96.7869527913	95.1556601066	70.3615483217	55.713495219	22.8720667773	206.8581448776	70.5890308818	143.1744952627	62.3806722658		41.2733592711	254.1235281587	62.3518893462	82.8004839578	37.7483452404
ENSMUSG00000022347	A1bg	0.5196715662	6.8492701101			1.3175382056	9.5619150062	1.4922056473				4.8525837074	0.0399487875	6.3364584604	4.3872516215						1.938860163			2.3047845926		5.4880626371		18.1276403398
ENSMUSG00000022350	Washc5	0.3687413751	1.6829705737	6.2151533829		1.3797135991	1.8323006596	1.2139206242	2.0864984104	20.6973337982	0.6158102019	10.1820175584	10.5758285088	0.9938679636	11.2728672225	1.4514974179	0.1179087125		7.6410741239	0.3349072926	0.2663950202			2.997133118		1.5464482822		1.9843134109
ENSMUSG00000022351	Sqle		0.1391354527	0.1208312272		0.6078054588	0.2514529914		0.9164015377	2.58636068			0.9737450041	0.8307761968						0.1768229529						0.1893898851		0.4449944582
ENSMUSG00000022354	Ndufb9	378.0616547489	2131.9274814884	800.0449515484	336.5912942532	568.2931854398	1519.4790127623	909.0559458003	369.8938708262	149.1922538169	476.4428975821	462.798037891	681.0352803689	468.5352390885	129.7148799931	1021.218951466	1046.7383950233	1513.4932394249	740.5928046703	126.5219746474	586.4347614568	1046.4917804685	300.6839050826	108.0710208132	1213.4255858263	223.0798287247	183.1736219326	957.3638797839
ENSMUSG00000022359	Wdyhv1	30.869432784	5.962394868			18.8241363615	9.4367863474	17.0157398831		17.7688308093	9.5685318558	12.3987436284	51.7696027134		55.4144836152					97.4252166057		127.3622092852		65.5183417267	12.8374771704	102.3076732309	12.699996805	
ENSMUSG00000022370	Mrpl13	1.0160771587	13.5230763277		2.4576050947	5.5122963426	4.1670624001	3.8655546354	2.9298963285	14.1456120346	0.1885146247	2.0920744222	11.9822271265	4.7475608374	0.4695175723	0.8270004902	2.5071344277				1.9920384083	0.6348514908	0.8515323146	0.5454230734	6.0649149949	4.216032223	0.8360403111	
ENSMUSG00000022378	Fam49b	3.3562729678	3.4123196316	82.0167962401	7.0480089967	13.4553605012	2.7376760216	4.0994556014	19.9020189336	90.9920263574	69.8260712929	0.1764831852	48.7796003229	1.7023986943	17.3285103058	28.4272874852	84.5338154097	100.4024745316	25.6487578407			17.1519014134	0.6594099393	161.928467434	1.1845099123	134.7361965092	10.0799061873	34.5513505088
ENSMUSG00000022386	Trmu	3.5853212699	44.0859207986	2.6194384081	0.670883075	9.9765652621	14.3946618708	5.7746879613		4.7896130096	0.5647681983	0.1477006846	3.6153063818	9.4562707393	4.6510172137	1.3586614926	1.2271843252		1.8009091777	2.1469467654	4.5697838757	12.7464640603		3.7638118596	1.7936077565	0.7844384037	2.2987156683	1.5688401381
ENSMUSG00000022391	Rangap1	29.0873286505	22.4074804575	3.149810171	3.9375576363	39.1490580822	8.5900824232	0.8599589588	9.0704891859	187.7344711218	4.861579177	0.4400433531	63.5502656679	7.7514071821	18.9422222712	7.8695385351	7.4545232032	19.7855638801	61.6589623864	2.238459716	1.1449556089	26.5871618019		70.4219444454	2.0507998868	66.7668605241	7.7794780415	11.6986199769
ENSMUSG00000022400	Rbx1	98.1643517687	32.0151582846	102.2516015978	619.3416347875	91.0144344636	36.030102128	32.2431053515	42.8513960001		17.1983831264	14.9927520986	13.6718327745	36.4705820656	48.026083377	94.9672288964	65.0072206224	0.6264732657		61.899712719	26.6115134681					75.847318601	104.8124066433	29.3494319535
ENSMUSG00000022401	Xpnpep3	3.3980822697	27.2842233827	2.3053890119	0.2492457097	3.9292830797	21.0709709744		8.0972184048	4.934701073	1.0403336922					3.0601383609			3.8177678766		9.6226501267					4.8446793206		
ENSMUSG00000022403	St13	321.7788336363	228.8774078272	390.9391722642	461.3399037373	241.7021126685	436.7198738163	128.020314353	219.6535742216	565.3313716281	108.4547206544	116.9741813541	268.7254610339	297.7261036901	176.3969443136	358.1968977963	555.72352193	481.3738284843	632.0313522841	352.8672931353	458.6950186418	272.8636688123	146.7382503081	338.3988107146	279.5919419743	564.4561281706	609.0272644081	549.6110091765
ENSMUSG00000022407	Adsl	44.8012367267	42.1269858871	75.3619178053	8.0702146245	97.0541496609	130.0920955478	147.0465869631	108.4105966767	160.6608488392	54.5567045956	9.7232124685	107.104723049	53.1835267757	110.5533470048	76.241949375	10.0043262534	38.285361039	51.0234132681	34.6119316067	37.5475729574	110.5768338465	31.0909410169	102.5464777129	10.5020939457	147.2266156361	25.1677114016	16.5784583183
ENSMUSG00000022414	Tab1		2.8522355919		2.9749956409	1.814563004				18.5841688282						1.7511637016	3.0947779879			1.2983626954		5.9089509504			3.5772818973	16.065131104		4.7795071237
ENSMUSG00000022427	Tomm22	83.5477642424	247.3052354009	106.7823844426	182.0927283599	125.3319726208	218.1896229004		60.313312167	24.9077325	12.5808238919	75.750831986	210.4699354987	12.956963035	18.9437041003	240.0539706311	90.4889653907	0.4355899289	110.5843657446	76.5298460774	60.0447695558	73.8173515247	75.9074829146	76.7226630226	152.9727647347		394.7699798602	101.5794060091
ENSMUSG00000022433	Csnk1e		2.6799844187	4.985724371		4.8935692021	1.4673420716	2.0740065306	10.274361868	8.3337445655	0.9892408246		29.7206772971	1.9156093415	1.7724158694	3.7619351634												
ENSMUSG00000022437	Samm50	58.4941303725	396.2188871895	20.9664382831	25.5407687361	78.7798808763	129.2857108581	147.0894317804	49.3816074465	21.8087273294	36.4809178198	41.0966500546	108.9436949758	73.9987077217	40.2198073132	108.9995989053	6.2694646427	98.9112502416	42.5830302233	20.9745294901	117.775818967	92.8205876608	28.6719558929	23.6738086193	71.8416793651	16.9876184062	33.1412702296	7.1585473522
ENSMUSG00000022438	Parvb	0.5695649259	6.2547523112	1.7282498812	0.5189534969		0.768081417	10.9195571069		20.3787090316		1.6435076607		1.0120023126	238.4707682156	1.8865543788	3.9539590157		6.9318810648	0.9705407787	2.3107346991	4.5644285718	1.3278741804	109.6918578385	1.0848295207	3.0418503022	5.0711289666	5.4638000386
ENSMUSG00000022439	Parvg												1.2041384739											21.3854606839		2.7607421908		
ENSMUSG00000022443	Myh9	701.0350398698	195.4074644064	195.4664807292	26.2773316665	1249.712796689	659.2820481808	163.4450441067	1461.6237735763	476.3440260941	112.9358372634	49.620058418	1346.6788743055	446.2810476633	1494.5729001567	120.2468911564	57.1249254788	72.0625853576	459.0511392407	42.7354578462	237.268269009	291.813462522	15.356726604	1288.040375227	58.9328965372	544.031728796	229.256831305	456.8301407957
ENSMUSG00000022450	Ndufa6	375.6586616461	2544.1440625305	1459.4772593593	1384.127500909	714.4999473582	1467.4115875377	1783.7725638872	440.659067324	274.0931623312	495.9873817709	2233.235374481	1131.1417279518	358.8253618462	176.3673077302	1005.6710141753	914.1182363758	952.3289699289	226.2471357902	450.2977004927	2355.1431986724	1109.7319850929	128.8593826037	144.2088378701	3148.6119547599	214.7862847362	394.2298907937	585.6282157803
ENSMUSG00000022451	Twf1	127.9948025637	102.4610278777	190.0009716087	216.136307705	633.6845475158	343.8883122076	14.2071827611	228.9064616434	117.4985724184	97.9614816482	26.2741101651	202.3859541029	141.7237523016	224.3933911072	142.7723813444	74.6972322141	145.3844267824	384.1470225683	145.8419520679	197.7111181519	281.7351116019	24.5840061721	247.8008696078	209.6435507573	144.2557939089	398.9457904474	170.0597133715
ENSMUSG00000022453	Naga	33.6502375191	20.2944997813	2.9883913278	2.9667317641	242.723655644	56.6533905678		152.3457440419	8.7781123203	16.9656804194	1.7123604189	33.9206000819	37.9594766765	60.1000274485	10.7833503609	3.1383151828	4.382144837	194.823922486	51.4896604039	18.9892983148	337.7294139078		9.909477971	51.4138378919	84.5564239621	84.8510660232	45.6047897404
ENSMUSG00000022454	Nell2			4.4006664629																								
ENSMUSG00000022456	Sept3	3.6360202573	0.4314269941	1275.2026507156	1309.7705748355	1.8313364874	0.3184385333		0.2827726721	46.4945604383	41.2621319089	0.4340795268		0.9001444833	0.8337660004	739.4423050778	951.0868520283	725.198941399			1.9513617154		4.4462928616				0.5566430159	
ENSMUSG00000022466	Rpap3	4.5766601008	1.1793974402	1.0323911972	3.6104159055	6.9845793915	2.8101811278	0.7720001355	3.63998618	20.8035420538	1.7492122609	0.1971006189	2.4437447469	1.4329070091	2.3596647692		0.3501324188		1.6015747686	3.104848064	3.5868259949	2.93314304	42.9538783059	1.1008451132	1.0893045654	7.7533142041	1.2475618339	3.9979439436
ENSMUSG00000022474	Pmm1	0.5668563499		15.3118101254	9.0615205391	5.2461907033					2.67735273					25.1572281973												
ENSMUSG00000022477	Aco2	6549.3368664359	17607.3485275633	4510.5977259019	501.3478463239	2846.3214092434	3461.3367647297	8928.8599434932	1386.8249830407	514.9203817667	1517.1453536491	2490.3453955316	2297.8850958254	1583.4397121408	1043.4892827299	5042.2626294623	1470.1131872019	3911.5144510587	1468.9354843632	354.9435937716	3831.819103782	1933.9923422685	1312.8287235548	626.4192672402	954.8073424277	2105.3046472226	492.973979633	2303.332672368
ENSMUSG00000022479	Vdr					9.4781531831	7.4660099721						20.0142783106								5.400110863							
ENSMUSG00000022489	Pde1b		0.8200342082	41.5161314958	54.7625556294	1.2120165997	0.1189069838	0.1705065048	6.5868369011	2.311926134	4.8211423132	0.0887586282	1.3433596237		0.9385165044	68.5048298165	63.5143616937	34.9178452089							0.4834818638	0.1077689159		
ENSMUSG00000022490	Ppp1r1a	9.5855811574	25.9834840112	45.1836123318	238.7362142042		208.3044588591				15.0544663832				2.3561083792	7.939076328	114.5375655876				171.8963454109							13.2277357549
ENSMUSG00000022503	Nubp1			1.1182555877	5.6307541288	2.7046926733	11.5167027196	4.468555769	3.8911993032	13.327808467		1.1973469064	0.7916680456	1.4694691432	4.6969539179		11.9569857322			6.7910603061	9.5875711438			31.3689036121		21.7208919121	14.1779966406	
ENSMUSG00000022515	Anks3									1.5013674866																		
ENSMUSG00000022516	Nudt16l1	3.8656241648	2.8645098267		2.6959999748	4.5978262048	0.4537999357		6.4206173665	177.0226099202	2.5804568487	0.3380312089	4.7197602639	0.9608857495	9.3521202533	5.8070594837	3.2435753087			1.6253800456	1.8264208276			25.3307149756		16.9221895944		1.5157836298
